Product code,Product label,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
'4414,"Wooden frames for paintings, photographs, mirrors or similar objects",1310,1230,1851,1966,1305,1372,1516,1553,1394,1320,1873,3086
'4415,"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, ...",36368,35274,27983,29562,31182,29710,28572,30809,20498,17895,29735,45742
'4416,"Casks, barrels, vats, tubs and other coopers' products parts thereof, of wood, incl. staves",157,188,260,256,151,117,100,120,108,92,123,377
'4417,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe ...",370,793,1144,1224,1386,1274,1391,1635,2537,2828,4297,5934
'4418,"Builders' joinery and carpentry, of wood, incl. cellular wood panels, assembled flooring panels, ...",121725,126293,198947,250872,175083,148788,143525,149816,156526,156327,198075,264612
'4419,"Tableware and kitchenware, of wood (excluding interior fittings, ornaments, cooperage products, ...",1385,2316,2390,2893,2562,3734,5216,5504,7091,6910,12614,15836
'4420,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, ...",1177,816,2277,1869,1676,1808,4322,2924,2061,1834,6096,7958
'4421,"Other articles of wood, n.e.s.",16535,24869,22237,18448,18272,15868,18141,19021,17688,15317,26630,34225
'4501,"Natural cork, raw or merely surface-worked or otherwise cleaned; cork waste; crushed, powdered ...",9,4,6,7,8,25,15,40,39,38,15,13
'4502,"Natural cork, debacked or roughly squared, or in square or rectangular blocks, plates, sheets ...",24,25,21,17,24,9,16,1,19,11,15,4
'4503,"Articles of natural cork (excluding cork in square or rectangular blocks, plates, sheets or ...",98,126,133,239,239,44,132,118,111,95,168,381
'4504,"Agglomerated cork, with or without a binding substance, and articles of agglomerated cork (excluding ...",584,357,501,624,408,359,471,477,479,658,607,5138
'4601,"Plaits and similar products of plaiting materials, whether or not assembled into strips; plaiting ...",293,482,624,1770,3628,5966,897,1083,943,1117,1564,1283
'4602,"Basketwork, wickerwork and other articles, made directly to shape from plaiting materials or ...",431,454,516,857,394,446,304,382,581,836,1207,2410
'4701,"Mechanical wood pulp, not chemically treated",125,87,408,59,150,198,79,45,45,18,70,246
'4702,"Chemical wood pulp, dissolving grades",0,0,0,11,9,0,3,9,7,9,13,2086
'4703,"Chemical wood pulp, soda or sulphate (excluding dissolving grades)",2411,1732,22214,27370,14113,14922,12859,11303,37989,52776,59724,124337
'4704,"Chemical wood pulp, sulphite (excluding dissolving grades)",15,20,7,12,3,17,10,41,26,136,73,247
'4705,Wood pulp obtained by a combination of mechanical and chemical pulping processes,0,0,0,0,20,0,0,0,4,48,2,1
'4706,"""Pulps of fibres derived from recovered """"waste and scrap"""" paper or paperboard or of other ...",209,168,228,164,53,12,3,41,59,250,379,403
'4707,"""Recovered """"waste and scrap"""" paper or paperboard (excluding paper wool)""",25037,6470,6757,7603,9912,8841,8872,21129,19719,7474,18086,41640
'4801,"Newsprint as specified in Note 4 to chapter 48, in rolls of a width > 36 cm or in square or ...",504,1763,1972,829,667,510,670,1441,1735,813,984,3642
'4802,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",14460,22400,16681,16093,14750,18791,19091,22899,40957,29386,36120,34450
'4803,"Toilet or facial tissue stock, towel or napkin stock and similar paper for household or sanitary ...",116863,173945,213906,195532,190046,265267,314139,362646,317771,265895,318308,564122
'4804,"Uncoated kraft paper and paperboard, in rolls of a width > 36 cm or in square or rectangular ...",19469,19425,12454,9551,9274,11322,13655,16985,20815,18908,25080,32810
'4805,"Other paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",59576,43972,42919,54656,97859,112611,164947,204035,148559,138225,155120,238569
'4806,"Vegetable parchment, greaseproof papers, tracing papers and glassine and other glazed transparent ...",1318,2855,3360,3380,4676,3453,4332,4251,4499,4609,5720,6756
'4807,"""Composite paper and paperboard """"made by sticking flat layers of paper or paperboard together ...",4128,5366,5578,5060,6286,6856,7592,9262,8459,8503,11235,13871
'4808,"""Corrugated paper and paperboard """"with or without glued flat surface sheets"""", creped, crinkled, ...",4033,3717,3991,5599,4796,6333,7283,5187,5178,4379,4677,6429
'4809,"Carbon paper, self-copy paper and other copying or transfer papers, incl. coated or impregnated ...",1355,796,884,1150,1335,5255,885,844,2035,557,888,2959
'4810,"""Paper and paperboard, coated on one or both sides with kaolin """"China clay"""" or other inorganic ...",44456,39862,42363,34761,43529,34934,38730,36334,61910,41160,47360,91709
'4811,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, ...",86050,117681,153671,213288,218823,239154,207968,203386,250790,247652,249738,327382
'4812,"Filter blocks, slabs and plates, of paper pulp",163,58,158,226,157,211,232,361,694,480,864,1268
'4813,"Cigarette paper, whether or not cut to size or in the form of booklets or tubes",3042,1653,4330,2992,1407,1482,1506,2910,4025,4731,10180,23293
'4814,Wallpaper and similar wallcoverings of paper; window transparencies of paper,10633,19788,13053,19264,7556,4758,9580,13331,18898,17066,24621,24667
'4816,"Carbon paper, self-copy paper and other copying or transfer papers, in rolls of a width of ...",471,736,395,704,1448,1381,2170,1024,3483,4859,5567,4957
'4817,"Envelopes, letter cards, plain postcards and correspondence cards, of paper or paperboard; ...",10951,13967,15690,17241,12174,12669,11845,13201,13842,13822,16755,19476
'4818,"Toilet paper and similar paper, cellulose wadding or webs of cellulose fibres, of a kind used ...",636653,117003,124849,108849,101572,98452,98691,116684,149422,169945,157898,183034
'4819,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding ...",293939,319305,336120,343470,335262,396257,470770,523702,534955,566658,801526,908864
'4820,"Registers, account books, notebooks, order books, receipt books, letter pads, memorandum pads, ...",22983,24000,26312,33795,23205,23946,27666,34065,40426,35012,43699,60839
'4821,"Paper or paperboard labels of all kinds, whether or not printed",47125,50403,49404,53546,53552,53052,52575,55836,55639,52066,72072,79823
'4822,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not ...",8626,9518,8400,7249,9677,10705,11265,15485,10566,9436,12232,13295
'4823,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, in strips or rolls of a ...",40457,44883,51842,58077,47464,47174,54782,71918,90768,91256,162359,201182
'4901,"Printed books, brochures and similar printed matter, whether or not in single sheets (excluding ...",37956,40117,40056,41039,40041,34593,43034,50194,59017,62549,66803,120995
'4902,"Newspapers, journals and periodicals, whether or not illustrated or containing advertising ...",12061,8930,8200,6722,5174,3074,1866,1761,562,351,538,642
'4903,"Children's picture, drawing or colouring books",272,353,421,1024,5069,3314,721,628,399,547,969,1144
'4904,"Music, printed or in manuscript, whether or not bound or illustrated",0,0,0,0,0,0,1,5,0,0,23,112
'4905,"Maps and hydrographic or similar charts of all kinds, incl. atlases, wall maps, topographical ...",220,178,152,112,372,71,1084,29,176,299,113,331
'4906,"Plans and drawings for architectural, engineering, industrial, commercial, topographical or ...",280,363,3145,2326,1779,731,638,400,521,134,139,260
'4907,"Unused postage, revenue or similar stamps of current or new issue in the country in which they ...",0,0,0,0,0,6,0,0,0,0,12,8
'4908,"""Transfers """"decalcomanias""""""",4149,2589,7119,11455,5898,5749,7098,3121,3050,4038,8090,7539
'4909,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, ...",3006,3156,4708,4980,4518,4254,3979,4721,2681,1032,2415,3881
'4910,"Calendars of any kinds, printed, incl. calendars blocks",3420,3259,3080,3081,1949,2391,2725,2079,3062,3517,4143,6233
'4911,"Printed matter, incl. printed pictures and photographs, n.e.s.",28396,29832,28420,25709,22359,20891,18790,36828,54715,59877,70851,78631
'5001,Silkworm cocoons suitable for reeling,31,666,361,0,64,307,531,0,227,451,1205,213
'5002,"""Raw silk """"non-thrown""""""",0,0,0,0,0,0,0,310,0,0,20,1
'5003,"Silk waste, incl. cocoons unsuitable for reeling, yarn waste and garnetted stock",18,6,2,16,0,20,89,60,162,409,176,79
'5004,Silk yarn (excluding that spun from silk waste and that put up for retail sale),93,226,402,307,379,122,26,110,5,1,68,92
'5005,Yarn spun from silk waste (excluding that put up for retail sale),17,43,0,11,12,40,43,11,32,2,2,10
'5006,"Silk yarn and yarn spun from silk waste, put up for retail sale; silkworm gut",87,73,77,139,129,122,72,375,71,103,134,183
'5007,Woven fabrics of silk or of silk waste,3292,2003,2580,2281,2042,1830,2615,1795,2659,8128,4319,1100
'5101,"Wool, neither carded nor combed",31228,30307,43680,53910,43708,25614,54148,56898,17556,14707,21999,16670
'5102,"Fine or coarse animal hair, neither carded nor combed (excluding wool, hair and bristles used ...",947,534,632,575,135,199,193,201,477,359,1855,393
'5103,"Waste of wool or of fine or coarse animal hair, incl. yarn waste (excluding garnetted stock, ...",109,77,92,71,109,201,173,150,9,8,29,16
'5104,"Garnetted stock of wool or of fine or coarse animal hair, neither carded nor combed",14,0,5,15,16,13,0,0,0,0,0,0
'5105,"Wool and fine or coarse animal hair, carded or combed, incl. combed wool in fragments",3024,981,3046,3602,3684,1985,1937,3707,3645,1774,2878,2766
'5106,Carded wool yarn (excluding that put up for retail sale),17677,15675,12826,12815,6548,6996,7137,7681,9820,6048,9891,12004
'5107,Yarn of combed wool (excluding that put up for retail sale),12999,13474,10273,10346,13462,7470,7486,9619,5427,5702,6046,4297
'5108,Carded or combed yarn of fine animal hair (excluding that of wool or that put up for retail ...,13,27,6,18,39,214,9,21,16,212,17,28
'5109,"Yarn of wool or fine animal hair, put up for retail sale",27994,30098,28480,24569,15226,14511,17705,18752,18753,19386,27424,25801
'5110,"Yarn of coarse animal hair or of horsehair, incl. gimped horsehair yarn, whether or not put ...",444,152,119,112,78,26,3,64,4,7,12,518
'5111,Woven fabrics of carded wool or of carded fine animal hair (excluding fabrics for technical ...,2428,3277,2264,2514,3608,2485,2245,1654,1629,1305,1499,1641
'5112,Woven fabrics of combed wool or of combed fine animal hair (excluding fabrics for technical ...,104106,94284,82131,77047,64215,57932,54011,49259,31431,16776,14018,22421
'5113,Woven fabrics of coarse animal hair or of horsehair (excluding fabrics for technical uses of ...,3173,6401,5844,2074,3669,4513,4030,6074,5281,1759,2201,2125
'5201,"Cotton, neither carded nor combed",146264,106889,182249,194625,76441,124591,115659,178585,229206,159812,332513,394719
'5202,"Cotton waste, incl. yarn waste and garnetted stock",119270,89468,81183,74917,59123,55916,64886,60624,63801,47936,51013,74515
'5203,"Cotton, carded or combed",3121,1946,2497,2952,3526,4714,8322,7038,4167,5050,5696,4374
'5204,"Cotton sewing thread, whether or not put up for retail sale",7826,6528,8991,9410,8238,7024,6205,15670,19530,16123,11224,3215
'5205,"Cotton yarn other than sewing thread, containing >= 85% cotton by weight (excluding that put ...",422901,393083,396924,382883,385271,381766,430882,502206,416436,374452,772620,670118
'5206,"Cotton yarn containing predominantly, but < 85% cotton by weight (excluding sewing thread and ...",59851,54198,55864,65007,60328,52691,58702,71189,74494,68253,100612,114659
'5207,Cotton yarn put up for retail sale (excluding sewing thread),8845,10670,12190,12137,12525,11654,15540,17454,24258,26997,38796,32015
'5208,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m²",285617,249836,290998,291819,294007,281419,248952,249149,230463,223701,281714,276005
'5209,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m²",559533,560895,600613,559306,473256,484331,488636,448978,428778,345701,451167,453777
'5210,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",130330,126324,120553,111430,85654,88489,74692,66708,64147,54464,67410,82173
'5211,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",168037,177076,211781,220066,235210,220273,198135,200719,167968,133811,142555,148664
'5212,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",10478,8617,5382,9022,9583,7389,6877,8513,9194,7151,10486,9755
'5301,"Flax, raw or processed, but not spun; flax tow and waste, incl. yarn waste and garnetted stock",81,48,185,184,164,248,105,33,85,70,74,80
'5302,"""True hemp """"Cannabis sativa L."""", raw or processed, but not spun; tow and waste of true hemp, ...",2,7,7,4,1,3,1,2,1,17,31,25
'5303,"Jute and other textile bast fibres, raw or processed, but not spun; tow and waste of such fibres, ...",5,35,34,131,167,64,93,85,28,748,243,54
'5305,"""Coconut, abaca """"Manila hemp or Musa textilis Nee"""", ramie, agave and other vegetable textile ...",3,17,6,6,2,4,37,21,39,28,62,40
'5306,Flax yarn,419,534,363,2646,889,456,490,236,352,223,877,349
'5307,Yarn of jute or of other textile bast fibres of heading 5303,4862,3882,6286,4002,3947,3986,5596,7131,10053,12538,14673,12135
'5308,"Yarn of vegetable textile fibres; paper yarn (excluding flax yarn, yarn of jute or of other ...",635,1128,1234,1310,1302,1446,1796,1723,1780,1763,2291,1446
'5309,Woven fabrics of flax,18279,17630,17304,15938,15447,22317,23075,32829,33844,28393,45157,50918
'5310,Woven fabrics of jute or of other textile bast fibres of heading 5303,173,340,365,57,30,101,186,210,123,50,151,118
'5311,Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn (excluding those ...,336,113,130,137,181,869,1003,2229,2412,1308,1860,549
'5401,"Sewing thread of man-made filaments, whether or not put up for retail sale",25162,21775,22614,22795,23455,27354,31171,31628,31068,26053,31546,31971
'5402,"Synthetic filament yarn, incl. synthetic monofilaments of < 67 decitex (excluding sewing thread ...",508412,497870,590804,625899,574075,560374,605166,673782,680539,585068,916096,850159
